Date,Hour,Temp.Faren,Load.MW
8/22/2006,17,82,8846.3
8/22/2006,18,78,8577.1
8/22/2006,19,78,8176.8
8/22/2006,20,76,7971.1
8/22/2006,21,75,7976.6
8/22/2006,22,75,7762.8
8/22/2006,23,75,7407.8
8/23/2006,0,75,6872.6
8/23/2006,1,73,6441.3
8/23/2006,2,73,6079.0
8/23/2006,3,72,5909.0
8/23/2006,4,71,5810.5
8/23/2006,5,71,5827.2
8/23/2006,6,70,6126.7
8/23/2006,7,69,6735.3
8/23/2006,8,71,7392.2
8/23/2006,9,74,7972.0
8/23/2006,10,76,8349.3
8/23/2006,11,80,8618.3
8/23/2006,12,84,8751.3
8/23/2006,13,85,8884.3
8/23/2006,14,87,8967.1
8/23/2006,15,85,8999.8
8/23/2006,16,87,9035.2
8/23/2006,17,85,8972.4
8/23/2006,18,83,8744.6
8/23/2006,19,81,8246.0
8/23/2006,20,79,8014.1
8/23/2006,21,79,7905.6
8/23/2006,22,75,7622.1
8/23/2006,23,75,7163.2
8/24/2006,0,73,6671.2
8/24/2006,1,73,6185.4
8/24/2006,2,70,5901.0
8/24/2006,3,70,5649.3
8/24/2006,4,71,5616.5
8/24/2006,5,67,5631.4
8/24/2006,6,67,5981.0
8/24/2006,7,68,6583.3
8/24/2006,8,68,7240.6
8/24/2006,9,70,7555.6
8/24/2006,10,73,7973.0
8/24/2006,11,76,8263.0
8/24/2006,12,78,8451.5
8/24/2006,13,81,8567.7
8/24/2006,14,78,8610.3
8/24/2006,15,77,8752.0
8/24/2006,16,78,8663.0
8/24/2006,17,76,8625.0
8/24/2006,18,68,8367.7
8/24/2006,19,69,7955.2
8/24/2006,20,68,7880.0
8/24/2006,21,68,7738.5
8/24/2006,22,70,7469.5
8/24/2006,23,68,7112.2
8/25/2006,0,67,6572.4
8/25/2006,1,68,6195.7
8/25/2006,2,67,5855.6
8/25/2006,3,69,5769.8
8/25/2006,4,68,5668.0
8/25/2006,5,69,5726.4
8/25/2006,6,70,6099.2
8/25/2006,7,70,6700.6
8/25/2006,8,71,7357.6
8/25/2006,9,73,7872.8
8/25/2006,10,72,8228.2
8/25/2006,11,72,8389.4
8/25/2006,12,72,8453.9
8/25/2006,13,72,8382.3
8/25/2006,14,70,8338.0
8/25/2006,15,72,8349.9
8/25/2006,16,71,8295.7
8/25/2006,17,73,8162.3
8/25/2006,18,72,7919.4
8/25/2006,19,70,7466.5
8/25/2006,20,69,7376.4
8/25/2006,21,69,7162.0
8/25/2006,22,68,6863.6
8/25/2006,23,68,6492.6
8/26/2006,0,68,6139.7
8/26/2006,1,68,5725.6
8/26/2006,2,66,5458.9
8/26/2006,3,65,5257.1
8/26/2006,4,64,5145.6
8/26/2006,5,64,5111.7
8/26/2006,6,64,5172.9
8/26/2006,7,64,5301.7
8/26/2006,8,64,5590.9
8/26/2006,9,65,5843.3
8/26/2006,10,65,6174.3
8/26/2006,11,65,6397.7
8/26/2006,12,67,6486.5
8/26/2006,13,66,6445.2
8/26/2006,14,67,6386.1
8/26/2006,15,68,6302.7
8/26/2006,16,68,6246.2
8/26/2006,17,68,6200.0
8/26/2006,18,68,6140.4
8/26/2006,19,68,6035.5
8/26/2006,20,67,6155.1
8/26/2006,21,68,6054.5
8/26/2006,22,68,5938.2
8/26/2006,23,68,5759.8
8/27/2006,0,66,5464.6
8/27/2006,1,67,5206.7
8/27/2006,2,68,4973.7
8/27/2006,3,69,4832.7
8/27/2006,4,66,4716.5
8/27/2006,5,66,4674.6
8/27/2006,6,66,4707.9
8/27/2006,7,66,4754.9
8/27/2006,8,66,4917.9
8/27/2006,9,63,5145.2
8/27/2006,10,63,5480.5
8/27/2006,11,65,5698.2
8/27/2006,12,66,5857.1
8/27/2006,13,67,5950.5
8/27/2006,14,65,6000.1
8/27/2006,15,66,6026.4
8/27/2006,16,67,6095.4
8/27/2006,17,68,6117.0
8/27/2006,18,69,6217.6
8/27/2006,19,70,6242.0
8/27/2006,20,71,6436.9
8/27/2006,21,72,6477.9
8/27/2006,22,72,6398.8
8/27/2006,23,73,6239.4
8/28/2006,0,73,5941.6
8/28/2006,1,73,5666.3
8/28/2006,2,73,5467.5
8/28/2006,3,73,5374.2
8/28/2006,4,72,5273.9
8/28/2006,5,70,5384.1
8/28/2006,6,70,5732.3
8/28/2006,7,71,6338.2
8/28/2006,8,71,7020.1
8/28/2006,9,72,7513.8
8/28/2006,10,71,7907.2
8/28/2006,11,71,8060.7
8/28/2006,12,71,8168.1
8/28/2006,13,71,8148.1
8/28/2006,14,73,8172.5
8/28/2006,15,73,8218.8
8/28/2006,16,75,8247.1
8/28/2006,17,76,8259.5
8/28/2006,18,75,8096.8
8/28/2006,19,74,7758.3
8/28/2006,20,73,7785.3
8/28/2006,21,72,7566.1
8/28/2006,22,72,7267.6
8/28/2006,23,72,6845.5
8/29/2006,0,72,6341.5
8/29/2006,1,72,5896.2
8/29/2006,2,72,5595.8
8/29/2006,3,70,5389.3
8/29/2006,4,70,5328.7
8/29/2006,5,70,5354.4
8/29/2006,6,69,5747.3
8/29/2006,7,69,6297.6
8/29/2006,8,69,6897.1
8/29/2006,9,69,7382.0
8/29/2006,10,69,7659.5
8/29/2006,11,68,7784.4
8/29/2006,12,68,7863.4
8/29/2006,13,68,7851.0
8/29/2006,14,68,7818.5
8/29/2006,15,67,7753.5
8/29/2006,16,66,7684.4
8/29/2006,17,66,7712.7
8/29/2006,18,66,7511.6
8/29/2006,19,66,7119.0
8/29/2006,20,66,7048.0
8/29/2006,21,66,6804.5
8/29/2006,22,65,6497.4
8/29/2006,23,65,6092.3
8/30/2006,0,65,5621.1
8/30/2006,1,64,5217.8
8/30/2006,2,63,4981.5
8/30/2006,3,63,4816.8
8/30/2006,4,63,4752.8
8/30/2006,5,63,4801.9
8/30/2006,6,63,5186.7
8/30/2006,7,63,5791.6
8/30/2006,8,63,6405.6
8/30/2006,9,64,6835.3
8/30/2006,10,64,7134.4
8/30/2006,11,65,7251.2
8/30/2006,12,66,7416.1
8/30/2006,13,67,7414.4
8/30/2006,14,70,7430.4
8/30/2006,15,72,7421.6
8/30/2006,16,71,7401.0
8/30/2006,17,71,7403.1
8/30/2006,18,71,7233.5
8/30/2006,19,70,7002.1
8/30/2006,20,70,7036.7
8/30/2006,21,69,6866.5
8/30/2006,22,69,6554.6
8/30/2006,23,69,6185.3
8/31/2006,0,68,5757.7
8/31/2006,1,68,5354.5
8/31/2006,2,68,5065.2
8/31/2006,3,65,4867.5
8/31/2006,4,65,4758.6
8/31/2006,5,64,4757.8
8/31/2006,6,62,5051.1
8/31/2006,7,61,5536.9
8/31/2006,8,61,6046.7
8/31/2006,9,62,6469.6
8/31/2006,10,63,6741.1
8/31/2006,11,64,6874.3
8/31/2006,12,66,6962.5
8/31/2006,13,68,6959.4
8/31/2006,14,69,7016.0
8/31/2006,15,69,7061.0
8/31/2006,16,71,7091.7
8/31/2006,17,71,7116.6
8/31/2006,18,69,6914.0
8/31/2006,19,67,6637.5
8/31/2006,20,65,6706.1
8/31/2006,21,65,6453.3
8/31/2006,22,65,6163.4
8/31/2006,23,64,5767.4
9/1/2006,0,64,5378.0
9/1/2006,1,63,4998.5
9/1/2006,2,62,4772.1
9/1/2006,3,64,4605.1
9/1/2006,4,63,4538.6
9/1/2006,5,63,4582.9
9/1/2006,6,62,4955.6
9/1/2006,7,62,5474.1
9/1/2006,8,63,6091.4
9/1/2006,9,64,6517.7
9/1/2006,10,64,6778.0
9/1/2006,11,66,6922.7
9/1/2006,12,66,6984.9
9/1/2006,13,67,6983.7
9/1/2006,14,67,6950.2
9/1/2006,15,67,6905.3
9/1/2006,16,66,6818.9
9/1/2006,17,67,6739.7
9/1/2006,18,66,6613.7
9/1/2006,19,66,6403.9
9/1/2006,20,66,6338.1
9/1/2006,21,65,6074.8
9/1/2006,22,63,5762.1
9/1/2006,23,60,5449.3
9/2/2006,0,60,5087.1
9/2/2006,1,61,4732.7
9/2/2006,2,59,4500.8
9/2/2006,3,60,4363.9
9/2/2006,4,61,4278.4
9/2/2006,5,62,4253.9
9/2/2006,6,63,4338.1
9/2/2006,7,63,4486.2
9/2/2006,8,62,4760.6
9/2/2006,9,63,5096.9
9/2/2006,10,64,5416.7
9/2/2006,11,63,5610.4
9/2/2006,12,64,5779.4
9/2/2006,13,64,5804.5
9/2/2006,14,65,5753.2
9/2/2006,15,64,5756.6
9/2/2006,16,64,5723.1
9/2/2006,17,64,5687.5
9/2/2006,18,64,5736.0
9/2/2006,19,63,5727.1
9/2/2006,20,63,5787.4
9/2/2006,21,64,5709.8
9/2/2006,22,64,5564.6
9/2/2006,23,65,5372.2
9/3/2006,0,66,5124.8
9/3/2006,1,66,4811.7
9/3/2006,2,67,4618.7
9/3/2006,3,67,4451.6
9/3/2006,4,66,4372.7
9/3/2006,5,66,4349.6
9/3/2006,6,66,4427.4
9/3/2006,7,66,4454.9
9/3/2006,8,67,4657.7
9/3/2006,9,66,4973.4
9/3/2006,10,68,5311.8
9/3/2006,11,70,5550.3
9/3/2006,12,71,5707.5
9/3/2006,13,74,5794.9
9/3/2006,14,74,5823.4
9/3/2006,15,73,5857.2
9/3/2006,16,74,5861.9
9/3/2006,17,73,5857.8
9/3/2006,18,72,5793.5
9/3/2006,19,70,5770.6
9/3/2006,20,69,5877.8
9/3/2006,21,67,5745.2
9/3/2006,22,65,5621.9
9/3/2006,23,64,5401.1
9/4/2006,0,64,5116.7
9/4/2006,1,64,4804.2
9/4/2006,2,62,4586.3
9/4/2006,3,62,4444.2
9/4/2006,4,61,4361.5
9/4/2006,5,61,4344.3
9/4/2006,6,61,4440.6
9/4/2006,7,60,4511.3
9/4/2006,8,61,4752.0
9/4/2006,9,64,5078.8
9/4/2006,10,66,5273.5
9/4/2006,11,69,5652.7
9/4/2006,12,72,5813.0
9/4/2006,13,73,5879.3
9/4/2006,14,74,5919.4
9/4/2006,15,73,5923.0
9/4/2006,16,74,5913.9
9/4/2006,17,74,5957.2
9/4/2006,18,73,5956.1
9/4/2006,19,71,5958.4
9/4/2006,20,70,6174.9
9/4/2006,21,69,6106.3
9/4/2006,22,68,5938.2
9/4/2006,23,67,5675.5
9/5/2006,0,66,5260.1
9/5/2006,1,65,4944.6
9/5/2006,2,64,4721.8
9/5/2006,3,64,4612.8
9/5/2006,4,64,4545.2
9/5/2006,5,62,4639.0
9/5/2006,6,62,5059.9
9/5/2006,7,62,5705.6
9/5/2006,8,65,6335.6
9/5/2006,9,67,6810.7
9/5/2006,10,68,7146.3
9/5/2006,11,69,7241.3
9/5/2006,12,69,7318.5
9/5/2006,13,69,7369.3
9/5/2006,14,67,7366.9
9/5/2006,15,66,7315.3
9/5/2006,16,63,7269.5
9/5/2006,17,64,7272.0
9/5/2006,18,63,7149.6
9/5/2006,19,63,6897.1
9/5/2006,20,62,6811.9
9/5/2006,21,62,6524.3
9/5/2006,22,62,6171.5
9/5/2006,23,62,5710.8
9/6/2006,0,62,5212.3
9/6/2006,1,62,4843.0
9/6/2006,2,61,4637.0
9/6/2006,3,62,4493.2
9/6/2006,4,61,4442.8
9/6/2006,5,61,4485.7
9/6/2006,6,61,4922.9
9/6/2006,7,61,5671.5
9/6/2006,8,61,6283.7
9/6/2006,9,62,6704.9
9/6/2006,10,64,6948.3
9/6/2006,11,66,7137.2
9/6/2006,12,71,7284.0
9/6/2006,13,73,7470.0
9/6/2006,14,74,7476.6
9/6/2006,15,74,7491.5
9/6/2006,16,73,7535.3
9/6/2006,17,72,7511.6
9/6/2006,18,72,7336.5
9/6/2006,19,71,7053.3
9/6/2006,20,71,7064.0
9/6/2006,21,69,6830.1
9/6/2006,22,69,6506.9
9/6/2006,23,68,5964.7
9/7/2006,0,64,5471.1
9/7/2006,1,66,5041.3
9/7/2006,2,64,4791.1
9/7/2006,3,63,4667.1
9/7/2006,4,62,4581.8
9/7/2006,5,61,4639.0
9/7/2006,6,61,5061.4
9/7/2006,7,62,5736.9
9/7/2006,8,63,6415.8
9/7/2006,9,66,6942.3
9/7/2006,10,68,7340.3
9/7/2006,11,72,7500.3
9/7/2006,12,75,7653.5
9/7/2006,13,76,7715.5
9/7/2006,14,78,7772.5
9/7/2006,15,77,7804.1
9/7/2006,16,79,7881.0
9/7/2006,17,77,7916.2
9/7/2006,18,77,7721.3
9/7/2006,19,73,7320.0
9/7/2006,20,72,7360.3
9/7/2006,21,70,7122.7
9/7/2006,22,70,6768.8
9/7/2006,23,70,6304.0
9/8/2006,0,69,5752.1
9/8/2006,1,68,5334.0
9/8/2006,2,68,5045.3
9/8/2006,3,67,4858.9
9/8/2006,4,67,4804.6
9/8/2006,5,66,4857.2
9/8/2006,6,67,5254.9
9/8/2006,7,66,5953.7
9/8/2006,8,66,6615.4
9/8/2006,9,68,7138.3
9/8/2006,10,71,7567.1
9/8/2006,11,75,7776.5
9/8/2006,12,77,7974.5
9/8/2006,13,80,8049.3
9/8/2006,14,79,8116.8
9/8/2006,15,79,8138.7
9/8/2006,16,79,8221.8
9/8/2006,17,79,8175.7
9/8/2006,18,76,7841.1
9/8/2006,19,74,7494.0
9/8/2006,20,73,7455.6
9/8/2006,21,73,7178.5
9/8/2006,22,72,6836.0
9/8/2006,23,71,6512.4
9/9/2006,0,71,6011.7
9/9/2006,1,70,5643.2
9/9/2006,2,70,5388.3
9/9/2006,3,69,5173.9
9/9/2006,4,69,5074.4
9/9/2006,5,69,5019.6
9/9/2006,6,68,5093.6
9/9/2006,7,68,5235.3
9/9/2006,8,68,5583.7
9/9/2006,9,70,6060.3
9/9/2006,10,72,6393.1
9/9/2006,11,76,6764.2
9/9/2006,12,79,7014.3
9/9/2006,13,81,7157.0
9/9/2006,14,81,7176.2
9/9/2006,15,81,7148.1
9/9/2006,16,82,7128.3
9/9/2006,17,80,7109.8
9/9/2006,18,79,7040.2
9/9/2006,19,78,6945.6
9/9/2006,20,77,7017.8
9/9/2006,21,77,6900.3
9/9/2006,22,75,6762.0
9/9/2006,23,72,6514.1
9/10/2006,0,70,6065.9
9/10/2006,1,70,5683.0
9/10/2006,2,69,5395.1
9/10/2006,3,68,5214.5
9/10/2006,4,68,5069.3
9/10/2006,5,67,4989.9
9/10/2006,6,65,4960.4
9/10/2006,7,64,4934.2
9/10/2006,8,64,5131.9
9/10/2006,9,65,5360.2
9/10/2006,10,67,5619.0
9/10/2006,11,69,6020.4
9/10/2006,12,70,6186.0
9/10/2006,13,72,6244.5
9/10/2006,14,70,6254.2
9/10/2006,15,69,6219.4
9/10/2006,16,72,6175.9
9/10/2006,17,70,6152.7
9/10/2006,18,70,6135.1
9/10/2006,19,68,6114.6
9/10/2006,20,67,6330.6
9/10/2006,21,67,6213.4
9/10/2006,22,66,6020.7
9/10/2006,23,64,5707.2
9/11/2006,0,64,5239.1
9/11/2006,1,62,4888.7
9/11/2006,2,62,4667.2
9/11/2006,3,61,4523.2
9/11/2006,4,59,4485.1
9/11/2006,5,58,4529.6
9/11/2006,6,57,4967.5
9/11/2006,7,56,5587.2
9/11/2006,8,57,6140.5
9/11/2006,9,59,6566.7
9/11/2006,10,62,6882.2
9/11/2006,11,65,6996.6
9/11/2006,12,66,7058.4
9/11/2006,13,67,7072.6
9/11/2006,14,69,7093.9
9/11/2006,15,69,7085.5
9/11/2006,16,69,7105.3
9/11/2006,17,68,7102.4
9/11/2006,18,66,6880.7
9/11/2006,19,62,6609.7
9/11/2006,20,61,6635.1
9/11/2006,21,62,6381.7
9/11/2006,22,60,6056.8
9/11/2006,23,61,5554.8
9/12/2006,0,60,5026.6
9/12/2006,1,58,4633.0
9/12/2006,2,57,4446.8
9/12/2006,3,56,4316.0
9/12/2006,4,55,4238.0
9/12/2006,5,54,4306.1
9/12/2006,6,52,4675.5
9/12/2006,7,52,5298.0
9/12/2006,8,57,5892.8
9/12/2006,9,57,6323.4
9/12/2006,10,60,6597.6
9/12/2006,11,64,6702.8
9/12/2006,12,66,6790.8
9/12/2006,13,67,6812.4
9/12/2006,14,69,6833.2
9/12/2006,15,68,6857.2
9/12/2006,16,68,6932.5
9/12/2006,17,66,6910.4
9/12/2006,18,64,6755.7
9/12/2006,19,61,6437.9
9/12/2006,20,60,6512.8
9/12/2006,21,59,6263.0
9/12/2006,22,59,5907.9
9/12/2006,23,59,5430.4
9/13/2006,0,59,4903.3
9/13/2006,1,58,4560.5
9/13/2006,2,58,4359.8
9/13/2006,3,57,4213.5
9/13/2006,4,56,4163.9
9/13/2006,5,57,4233.2
9/13/2006,6,59,4687.9
9/13/2006,7,59,5323.4
9/13/2006,8,61,6051.9
9/13/2006,9,61,6444.2
9/13/2006,10,63,6699.7
9/13/2006,11,64,6808.1
9/13/2006,12,65,6906.7
9/13/2006,13,66,6917.2
9/13/2006,14,66,6946.2
9/13/2006,15,66,6929.1
9/13/2006,16,67,6990.1
9/13/2006,17,66,7018.7
9/13/2006,18,66,6907.2
9/13/2006,19,66,6644.9
9/13/2006,20,66,6676.2
9/13/2006,21,66,6389.1
9/13/2006,22,66,6093.3
9/13/2006,23,66,5618.5
9/14/2006,0,66,5123.8
9/14/2006,1,65,4764.5
9/14/2006,2,66,4555.2
9/14/2006,3,64,4442.0
9/14/2006,4,65,4429.0
9/14/2006,5,64,4498.9
9/14/2006,6,64,5000.4
9/14/2006,7,64,5630.9
9/14/2006,8,64,6360.5
9/14/2006,9,64,6799.2
9/14/2006,10,65,7128.8
9/14/2006,11,65,7253.9
9/14/2006,12,65,7290.5
9/14/2006,13,65,7278.6
9/14/2006,14,65,7287.6
9/14/2006,15,65,7262.2
9/14/2006,16,66,7287.8
9/14/2006,17,67,7285.6
9/14/2006,18,67,7233.5
9/14/2006,19,67,7020.3
9/14/2006,20,67,7004.7
9/14/2006,21,66,6680.5
9/14/2006,22,66,6292.8
9/14/2006,23,66,5873.3
9/15/2006,0,66,5308.1
9/15/2006,1,66,4942.1
9/15/2006,2,66,4707.7
9/15/2006,3,66,4600.7
9/15/2006,4,66,4565.3
9/15/2006,5,65,4572.1
9/15/2006,6,65,5066.1
9/15/2006,7,66,5785.1
9/15/2006,8,66,6547.3
9/15/2006,9,66,6990.0
9/15/2006,10,66,7279.2
9/15/2006,11,66,7438.7
9/15/2006,12,65,7452.3
9/15/2006,13,65,7418.9
9/15/2006,14,66,7383.5
9/15/2006,15,66,7328.9
9/15/2006,16,66,7384.5
9/15/2006,17,66,7355.4
9/15/2006,18,65,7188.9
9/15/2006,19,65,6886.9
9/15/2006,20,65,6752.1
9/15/2006,21,65,6473.7
9/15/2006,22,65,6210.2
9/15/2006,23,66,5789.3
9/16/2006,0,65,5531.6
9/16/2006,1,65,5029.9
9/16/2006,2,65,4786.0
9/16/2006,3,65,4591.0
9/16/2006,4,65,4521.5
9/16/2006,5,65,4511.2
9/16/2006,6,65,4605.9
9/16/2006,7,64,4764.6
9/16/2006,8,65,5125.3
9/16/2006,9,66,5499.6
9/16/2006,10,70,5910.3
9/16/2006,11,70,6170.6
9/16/2006,12,74,6359.2
9/16/2006,13,75,6414.6
9/16/2006,14,77,6415.2
9/16/2006,15,74,6407.5
9/16/2006,16,76,6361.1
9/16/2006,17,77,6377.8
9/16/2006,18,75,6349.3
9/16/2006,19,72,6264.7
9/16/2006,20,69,6421.5
9/16/2006,21,69,6295.3
9/16/2006,22,69,6067.9
9/16/2006,23,67,5794.8
9/17/2006,0,68,5508.1
9/17/2006,1,66,5182.1
9/17/2006,2,66,4905.5
9/17/2006,3,66,4744.7
9/17/2006,4,64,4629.0
9/17/2006,5,64,4572.4
9/17/2006,6,64,4627.1
9/17/2006,7,63,4634.3
9/17/2006,8,64,4867.9
9/17/2006,9,66,5201.9
9/17/2006,10,68,5612.5
9/17/2006,11,71,5917.4
9/17/2006,12,74,6170.5
9/17/2006,13,76,6297.2
9/17/2006,14,78,6351.6
9/17/2006,15,78,6421.7
9/17/2006,16,79,6471.9
9/17/2006,17,77,6513.2
9/17/2006,18,76,6485.7
9/17/2006,19,73,6504.7
9/17/2006,20,71,6734.2
9/17/2006,21,72,6643.3
9/17/2006,22,73,6508.7
9/17/2006,23,71,6143.2
9/18/2006,0,70,5710.4
9/18/2006,1,69,5345.2
9/18/2006,2,68,5102.1
9/18/2006,3,68,4969.5
9/18/2006,4,66,4916.5
9/18/2006,5,66,4957.4
9/18/2006,6,66,5414.3
9/18/2006,7,65,6119.2
9/18/2006,8,67,6762.4
9/18/2006,9,70,7296.5
9/18/2006,10,74,7715.2
9/18/2006,11,76,7970.6
9/18/2006,12,76,8161.8
9/18/2006,13,79,8247.6
9/18/2006,14,81,8346.3
9/18/2006,15,80,8444.3
9/18/2006,16,79,8500.5
9/18/2006,17,76,8411.8
9/18/2006,18,74,8134.7
9/18/2006,19,72,7779.6
9/18/2006,20,72,7690.9
9/18/2006,21,71,7402.2
9/18/2006,22,71,7038.5
9/18/2006,23,70,6560.9
9/19/2006,0,70,5985.9
9/19/2006,1,69,5509.5
9/19/2006,2,68,5218.4
9/19/2006,3,68,5101.7
9/19/2006,4,67,5023.0
9/19/2006,5,68,5076.7
9/19/2006,6,69,5542.1
9/19/2006,7,68,6296.6
9/19/2006,8,69,6929.6
9/19/2006,9,70,7507.6
9/19/2006,10,74,7885.8
9/19/2006,11,76,8120.4
9/19/2006,12,79,8338.1
9/19/2006,13,77,8355.0
9/19/2006,14,75,8331.9
9/19/2006,15,74,8320.5
9/19/2006,16,73,8361.6
9/19/2006,17,73,8418.1
9/19/2006,18,73,8225.1
9/19/2006,19,73,7906.1
9/19/2006,20,72,7806.6
9/19/2006,21,72,7536.8
9/19/2006,22,72,7087.4
9/19/2006,23,70,6463.4
9/20/2006,0,70,5814.7
9/20/2006,1,66,5361.7
9/20/2006,2,64,5032.6
9/20/2006,3,64,4880.1
9/20/2006,4,63,4760.0
9/20/2006,5,61,4792.2
9/20/2006,6,61,5168.7
9/20/2006,7,61,5842.0
9/20/2006,8,61,6424.9
9/20/2006,9,61,6861.8
9/20/2006,10,64,7092.8
9/20/2006,11,66,7246.5
9/20/2006,12,68,7323.2
9/20/2006,13,70,7312.8
9/20/2006,14,68,7370.4
9/20/2006,15,68,7328.8
9/20/2006,16,70,7368.0
9/20/2006,17,68,7331.4
9/20/2006,18,66,7083.0
9/20/2006,19,64,6846.9
9/20/2006,20,63,6755.0
9/20/2006,21,63,6484.2
9/20/2006,22,61,6107.0
9/20/2006,23,61,5642.1
9/21/2006,0,59,5078.2
9/21/2006,1,57,4615.1
9/21/2006,2,57,4423.4
9/21/2006,3,55,4265.6
9/21/2006,4,55,4223.7
9/21/2006,5,54,4254.0
9/21/2006,6,54,4670.9
9/21/2006,7,52,5287.8
9/21/2006,8,54,5853.7
9/21/2006,9,55,6262.1
9/21/2006,10,57,6528.3
9/21/2006,11,61,6634.3
9/21/2006,12,64,6750.6
9/21/2006,13,65,6814.6
9/21/2006,14,66,6874.1
9/21/2006,15,64,6865.2
9/21/2006,16,64,6860.9
9/21/2006,17,64,6866.5
9/21/2006,18,64,6790.1
9/21/2006,19,63,6515.0
9/21/2006,20,61,6473.2
9/21/2006,21,61,6206.9
9/21/2006,22,61,5859.8
9/21/2006,23,59,5445.8
9/22/2006,0,57,4912.4
9/22/2006,1,57,4559.3
9/22/2006,2,57,4319.0
9/22/2006,3,55,4235.4
9/22/2006,4,55,4181.6
9/22/2006,5,54,4245.5
9/22/2006,6,54,4637.1
9/22/2006,7,54,5265.4
9/22/2006,8,57,5904.7
9/22/2006,9,61,6308.9
9/22/2006,10,63,6555.9
9/22/2006,11,64,6774.2
9/22/2006,12,66,6899.3
9/22/2006,13,70,6871.7
9/22/2006,14,66,6886.0
9/22/2006,15,68,6866.3
9/22/2006,16,68,6872.7
9/22/2006,17,66,6814.0
9/22/2006,18,64,6687.5
9/22/2006,19,64,6550.1
9/22/2006,20,64,6436.0
9/22/2006,21,64,6173.8
9/22/2006,22,64,5859.4
9/22/2006,23,64,5454.8
9/23/2006,0,64,5113.0
9/23/2006,1,64,4744.2
9/23/2006,2,64,4523.6
9/23/2006,3,64,4390.7
9/23/2006,4,64,4319.1
9/23/2006,5,64,4290.3
9/23/2006,6,64,4426.8
9/23/2006,7,63,4657.2
9/23/2006,8,64,4942.1
9/23/2006,9,66,5367.2
9/23/2006,10,66,5724.9
9/23/2006,11,66,5898.8
9/23/2006,12,66,6051.3
9/23/2006,13,70,6125.6
9/23/2006,14,70,6139.9
9/23/2006,15,70,6110.2
9/23/2006,16,73,6176.6
9/23/2006,17,73,6160.8
9/23/2006,18,73,6188.2
9/23/2006,19,73,6328.1
9/23/2006,20,73,6447.5
9/23/2006,21,73,6311.4
9/23/2006,22,73,6147.7
9/23/2006,23,72,5918.6
9/24/2006,0,73,5608.6
9/24/2006,1,72,5293.2
9/24/2006,2,72,5018.3
9/24/2006,3,72,4860.5
9/24/2006,4,72,4766.5
9/24/2006,5,72,4745.0
9/24/2006,6,72,4813.1
9/24/2006,7,72,4894.4
9/24/2006,8,72,5171.6
9/24/2006,9,73,5517.4
9/24/2006,10,75,5964.6
9/24/2006,11,77,6311.9
9/24/2006,12,79,6521.4
9/24/2006,13,79,6605.8
9/24/2006,14,73,6610.8
9/24/2006,15,75,6603.9
9/24/2006,16,79,6629.6
9/24/2006,17,79,6588.9
9/24/2006,18,75,6595.3
9/24/2006,19,75,6645.9
9/24/2006,20,73,6773.3
9/24/2006,21,73,6660.8
9/24/2006,22,72,6411.1
9/24/2006,23,70,6003.9
9/25/2006,0,70,5507.3
9/25/2006,1,66,5088.0
9/25/2006,2,66,4871.4
9/25/2006,3,66,4707.0
9/25/2006,4,63,4634.8
9/25/2006,5,63,4701.3
9/25/2006,6,63,5076.4
9/25/2006,7,63,5752.2
9/25/2006,8,63,6211.5
9/25/2006,9,63,6738.1
9/25/2006,10,64,7018.9
9/25/2006,11,66,7157.5
9/25/2006,12,70,7232.0
9/25/2006,13,70,7258.4
9/25/2006,14,68,7272.6
9/25/2006,15,68,7218.8
9/25/2006,16,70,7274.8
9/25/2006,17,68,7270.8
9/25/2006,18,70,7072.1
9/25/2006,19,66,6894.8
9/25/2006,20,66,6897.4
9/25/2006,21,66,6554.6
9/25/2006,22,66,6228.3
9/25/2006,23,64,5710.2
9/26/2006,0,64,5152.7
9/26/2006,1,63,4730.8
9/26/2006,2,61,4512.8
9/26/2006,3,59,4431.4
9/26/2006,4,59,4310.5
9/26/2006,5,61,4362.6
9/26/2006,6,57,4785.2
9/26/2006,7,57,5450.7
9/26/2006,8,57,6031.2
9/26/2006,9,61,6464.8
9/26/2006,10,63,6749.5
9/26/2006,11,64,6904.1
9/26/2006,12,68,7038.3
9/26/2006,13,70,7102.3
9/26/2006,14,72,7136.0
9/26/2006,15,70,7156.1
9/26/2006,16,72,7201.0
9/26/2006,17,70,7191.8
9/26/2006,18,68,7034.5
9/26/2006,19,66,6831.9
9/26/2006,20,64,6750.6
9/26/2006,21,64,6441.2
9/26/2006,22,63,6097.5
9/26/2006,23,63,5635.5
9/27/2006,0,61,5108.8
9/27/2006,1,61,4700.6
9/27/2006,2,59,4506.7
9/27/2006,3,57,4374.7
9/27/2006,4,57,4334.3
9/27/2006,5,57,4376.5
9/27/2006,6,55,4800.0
9/27/2006,7,55,5493.7
9/27/2006,8,57,6075.3
9/27/2006,9,63,6566.6
9/27/2006,10,64,6835.4
9/27/2006,11,64,7048.7
9/27/2006,12,68,7106.3
9/27/2006,13,70,7188.7
9/27/2006,14,70,7208.0
9/27/2006,15,70,7153.1
9/27/2006,16,68,7205.9
9/27/2006,17,66,7233.6
9/27/2006,18,66,7091.4
9/27/2006,19,66,6920.9
9/27/2006,20,66,6794.6
9/27/2006,21,64,6518.5
9/27/2006,22,66,6135.4
9/27/2006,23,64,5712.2
9/28/2006,0,66,5187.5
9/28/2006,1,64,4783.9
